                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.6477,                 4.8093,                 4.2313,                0.00237,                0.22696,                0.00331,                0.00139,                 3.7834,                 5.0621,                 4.1778,             0.00023506,             0.00023506,             0.00023506
