                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.7793,                 3.5557,                 4.2137,                0.00443,                0.37539,                0.00793,                0.00216,                 3.8344,                 3.6766,                 4.1494,                 0.0005,                 0.0005,                 0.0005
