                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.6468,                 4.8217,                 4.2253,                0.00212,                0.22833,                0.00444,                0.00162,                 3.7879,                  5.081,                 4.1833,             0.00023506,             0.00023506,             0.00023506
